object_id,region_id,raw_label,nyu_id,nyu40_id,nyu_label,nyu40_label,object_bbox_cx,object_bbox_cy,object_bbox_cz,object_bbox_xlength,object_bbox_ylength,object_bbox_zlength,object_bbox_heading,object_front_heading,object_color_r1,object_color_g1,object_color_b1,object_color_scheme1,object_color_scheme_percentage1,object_color_scheme_average_dist1,object_color_r2,object_color_g2,object_color_b2,object_color_scheme2,object_color_scheme_percentage2,object_color_scheme_average_dist2,object_color_r3,object_color_g3,object_color_b3,object_color_scheme3,object_color_scheme_percentage3,object_color_scheme_average_dist3
10,0,picture,64,11,picture,picture,12.302734045732539,4.432450646726424,4.8372262716293335,2.9370808697657065,0.07565002051880398,2.5732271671295166,-0.017743391047338016,_,112,128,144,gray,0.5052870090634441,6.112553725623964,47,79,79,aqua,0.42799597180261834,14.296319635406459,_,_,_,_,_,_
11,0,oven,238,38,oven,otherstructure,13.794900372669662,1.0975417091220052,3.632519483566284,0.7321830084358663,0.1852930434264508,0.8394713401794434,3.075793174138293,_,105,105,105,gray,0.69,4.400021693304391,176,196,222,blue,0.114,3.917093035825958,_,_,_,_,_,_
12,7,washbasin,24,34,sink,sink,12.627106097466964,0.9735838426364987,1.4730126857757568,27.77956733293418,8.969783310666948,9.479979038238525,-0.1446184995856364,_,128,128,128,gray,0.5433657942787584,3.747492868664041,47,79,79,aqua,0.24193548387096775,18.52253541376205,0,0,0,black,0.14561777236762022,23.71160183590566
13,0,ventilation hood,20,40,unknown,otherprop,12.943683971300741,-0.4323329872181589,5.578338623046875,1.263817025996616,0.7188628866025957,1.3739166259765625,-0.012922833923054973,_,105,105,105,gray,0.7115834218916047,4.5156971250573354,47,79,79,aqua,0.24782146652497344,18.95267749836165,_,_,_,_,_,_
14,0,microwave,13,40,microwave,otherprop,16.3876880069905,0.06694286287081065,5.006855010986328,1.224111326764974,0.4346488986140926,1.0381622314453125,1.7883687487552786,_,128,128,128,gray,0.4565934065934066,4.924457329729315,0,0,0,black,0.19945054945054946,25.563728132435457,47,79,79,aqua,0.17857142857142858,18.58300800967934
15,0,kitchen counter,7,12,counter,counter,12.928045241718271,-0.9466096689632536,4.107595443725586,2.8144810281063357,1.9338517135269284,0.10723114013671875,3.1192596407174764,_,119,136,153,gray,0.5342881944444444,3.5897922340204036,176,196,222,blue,0.4422743055555556,3.56435985644511,_,_,_,_,_,_
16,0,plant,82,40,plant,otherprop,12.951017407277485,-1.082098290226703,4.608485221862793,0.6397201259667291,0.5244287415904783,0.9553165435791016,-1.131743411215209,_,105,105,105,gray,0.5197693574958814,5.422083483311331,47,79,79,aqua,0.3467874794069193,14.120595696827948,_,_,_,_,_,_
17,0,wall,21,1,wall,wall,9.643033337641594,1.0489944451098907,4.334840893745422,2.1927544294949297,1.6150655947963717,2.2454822063446045,1.526676306185847,_,160,82,45,brown,0.4646017699115044,10.679764113920738,105,105,105,gray,0.3740781710914454,5.45773360397474,47,79,79,aqua,0.11670353982300885,18.29671279960302
18,0,refrigerator,17,24,refridgerator,refridgerator,10.511676124602452,0.6158405367370228,4.299471974372864,1.3767243508767475,0.2654727215961099,2.173906087875366,-1.6046556634226548,_,112,128,144,gray,0.7625466016633209,4.783583831095558,47,79,79,aqua,0.15170633782621165,15.293659740160455,_,_,_,_,_,_
19,0,cabinet,3,3,cabinet,cabinet,16.320269611611792,-0.3053908228969044,5.205359697341919,4.646148872487775,0.7217381517192365,2.1917452812194824,1.7962052906849437,_,160,82,45,brown,0.42344233318603625,16.04688349771384,105,105,105,gray,0.3276623950508175,6.493620518983349,0,0,0,black,0.15974370304904995,27.196546152929624
20,0,oven,238,38,oven,otherstructure,16.116150307729825,-1.0741946430476672,4.386653423309326,0.8975325296477648,0.09697449570850836,1.6308364868164062,1.761966658544749,_,105,105,105,gray,0.48678601875532823,4.848138272545819,47,79,79,aqua,0.3137254901960784,18.3746677730304,210,180,140,brown,0.10571184995737426,9.15355880557344
21,0,stove,242,38,stove,otherstructure,12.931177910541582,-0.3814486418043074,4.141345024108887,1.1444051633730954,0.8028402054818182,0.06108379364013672,3.1156072548062483,_,47,79,79,aqua,0.5180217937971501,14.829721197820676,105,105,105,gray,0.4450963956412406,4.99117539407369,_,_,_,_,_,_
22,0,kitchen island,456,38,kitchen island,otherstructure,12.961823239998711,1.5715857521594112,3.8399817943573,2.8121355033262674,0.9666504780838934,1.256455898284912,-0.012045532811953672,_,105,105,105,gray,0.550514117839073,4.641482255460648,160,82,45,brown,0.22686469724171698,13.110879020229898,_,_,_,_,_,_
23,0,object,20,40,unknown,otherprop,9.297516921902949,0.43716098061130537,4.351824760437012,0.4430477363500419,0.34417086638196004,0.4747896194458008,1.5032788424669408,_,47,79,79,aqua,0.44389027431421446,24.131917121524065,0,0,0,black,0.3765586034912718,22.04977440414411,105,105,105,gray,0.11845386533665836,6.133833408020626
24,0,storage shelving,42,15,shelves,shelves,10.222318198881588,1.5500199565916315,4.3101900815963745,0.700213380082494,0.5838208552601643,2.1127359867095947,1.590671966471871,_,105,105,105,gray,0.5181458264599142,4.257139891870398,47,79,79,aqua,0.35763774331903664,15.904916428098074,_,_,_,_,_,_
25,0,wall,21,1,wall,wall,17.182899004803478,-2.5943651643378933,4.753865480422974,2.337928970158641,0.38565076268752563,3.1235737800598145,-1.428289073408438,_,128,128,128,gray,0.4280742459396752,3.958155136459185,0,0,0,black,0.2642691415313225,24.444197168598905,47,79,79,aqua,0.19953596287703015,22.302527101507817
26,0,object,20,40,unknown,otherprop,9.234835369368007,1.1037349819819566,4.253164291381836,0.7434828791523713,0.4190791872124944,0.27184581756591797,1.7989782653805495,_,169,169,169,gray,0.9896432681242808,2.708472684663824,_,_,_,_,_,_,_,_,_,_,_,_
27,0,kitchen counter,7,12,counter,counter,9.18837613291894,1.1545954215497503,4.150541067123413,1.8809456156660809,0.6495599179486078,0.12001276016235352,-1.6121363852010704,_,169,169,169,gray,0.8321428571428572,2.9195286156654108,47,79,79,aqua,0.1392857142857143,20.119032558044335,_,_,_,_,_,_
28,0,oven,238,38,oven,otherstructure,12.13342774815717,1.1099282968475321,3.851388454437256,0.7270685920300775,0.15300840743516964,0.5192451477050781,3.113405122798911,_,119,136,153,gray,0.5809968847352025,4.500916065085948,176,196,222,blue,0.2585669781931464,3.388752142854728,_,_,_,_,_,_
29,0,kitchen counter,7,12,counter,counter,16.10206681078982,0.6819321976528872,4.130598783493042,2.5909733352742794,0.7049258667136975,0.12003660202026367,-1.3456236085688025,_,105,105,105,gray,0.6525951557093426,4.716406011395288,176,196,222,blue,0.24359861591695503,3.6802269655156734,_,_,_,_,_,_
30,0,microwave,13,40,microwave,otherprop,16.87158537140371,-2.126018641331538,4.266419172286987,0.4605274304165654,0.5601638219165128,0.31443071365356445,0.22567119994458046,_,105,105,105,gray,0.6208476517754868,4.85324232449114,47,79,79,aqua,0.23024054982817868,14.588019244714426,176,196,222,blue,0.1145475372279496,4.142635760815568
31,0,picture,64,11,picture,picture,15.732882798964607,3.732288903209252,4.922428607940674,0.9813332297039852,0.04890473573956555,1.346522331237793,1.7980723169096977,_,105,105,105,gray,0.3851261620185923,6.544830586862963,205,133,63,brown,0.24169986719787517,9.13739928761925,189,183,107,yellow,0.15139442231075698,8.087562254462231
32,0,countertop,7,12,counter,counter,12.970644272836575,1.4852154967793485,4.164067029953003,2.3155345545191306,0.6424433850141549,0.09296083450317383,-0.015567078425275575,_,192,192,192,gray,0.7940234791889007,2.896088177413986,_,_,_,_,_,_,_,_,_,_,_,_
33,0,sink,24,34,sink,sink,12.819866708872135,1.4855828935583348,4.014952659606934,0.781246464374231,0.4418867085382949,0.2703056335449219,-0.00015286538653508635,_,105,105,105,gray,0.5743756786102063,5.220953794796171,47,79,79,aqua,0.33876221498371334,19.196206732715684,_,_,_,_,_,_
34,0,chair,5,5,chair,chair,13.820672877345437,-1.869579905982748,3.6655040979385376,0.745206874873567,0.2788959131205959,0.9047238826751709,2.733915231414867,_,128,128,128,gray,0.7230246389124894,3.2483673494025584,47,79,79,aqua,0.10025488530161428,18.1756730311282,_,_,_,_,_,_
35,0,kitchen cabinet,3,3,cabinet,cabinet,8.934719029867797,1.2816548325234989,3.717214822769165,2.0063825540386264,0.6336621087440708,0.9990572929382324,1.2119269941486255,_,160,82,45,brown,0.6273987206823027,15.569521896511217,105,105,105,gray,0.26545842217484006,9.942269751512857,_,_,_,_,_,_
36,0,sink,24,34,sink,sink,16.13194705541704,0.43663944422242834,3.9941110610961914,0.42690946276231934,0.3503264998857132,0.25588035583496094,0.22484260158091685,_,47,79,79,aqua,0.3942307692307692,18.60304141957742,105,105,105,gray,0.3942307692307692,4.4335301844323265,0,0,0,black,0.17548076923076922,24.58186086197834
37,0,handrail,453,38,banister,otherstructure,13.70582784784571,4.375861228906638,3.6343661546707153,1.5976289800398682,0.09807260955363706,1.0386970043182373,-0.01666603491341796,_,128,128,128,gray,0.9565217391304348,3.5799483556265015,_,_,_,_,_,_,_,_,_,_,_,_
38,0,chair,5,5,chair,chair,13.368072072654392,-1.6809981197388506,3.6684266328811646,0.7716614371414483,0.25958136187049563,0.928572416305542,2.9039024258545343,_,128,128,128,gray,0.6976208749040675,2.878386233343124,47,79,79,aqua,0.16730621642363777,15.628082819789405,_,_,_,_,_,_
39,0,chair,5,5,chair,chair,12.771591105357327,-1.5395680399998086,3.6658602952957153,0.6816538350904313,0.3733860451390294,0.9434993267059326,-0.5678442237254326,_,128,128,128,gray,0.7705212702216896,3.335281626987893,47,79,79,aqua,0.12941881366087477,16.678949095527162,_,_,_,_,_,_
40,0,chair,5,5,chair,chair,12.151851147290722,-1.3164599508430725,3.467186450958252,0.5526300004259745,0.46800374440214565,0.5461635589599609,2.3470544944861342,_,128,128,128,gray,0.7716405605935697,2.9880131971267456,47,79,79,aqua,0.16075845012366036,15.962917716181833,_,_,_,_,_,_
41,0,handrail,453,38,banister,otherstructure,12.902649430160292,3.161936272349549,3.673597574234009,1.8131298008657577,0.1278922780737024,0.9037394523620605,3.1260197747862164,_,128,128,128,gray,0.6533254855797528,4.045582536851613,47,79,79,aqua,0.23955267804590935,20.847322687881064,0,0,0,black,0.10359034726309593,23.467315731177656
42,0,floor,11,2,floor,floor,12.943493516434705,0.5159798073126274,3.2771838903427124,8.487335622462416,9.313873929007473,0.352036714553833,-1.6183657969748761,_,112,128,144,gray,0.6652932380794152,4.564465409009519,47,79,79,aqua,0.2642299385279947,15.928810403345917,_,_,_,_,_,_
43,1,window frame,59,9,window,window,6.519587359296742,6.58427534050449,5.903899669647217,2.900933103031657,0.20818555740071076,0.6282434463500977,0.11919822589237959,_,47,79,79,aqua,0.3880544882989871,21.197766790145906,0,0,0,black,0.354872511351729,20.3432051483488,128,128,128,gray,0.23052741879147748,3.6649784361418116
44,1,dining table,19,7,table,table,6.892911195755005,1.4721965789794922,3.6056342124938965,2.4733567237854004,1.16904878616333,0.7981147766113281,1.5707963267948966,_,169,169,169,gray,0.6262874711760185,3.1380465087515836,47,79,79,aqua,0.28132205995388165,17.49250988899321,_,_,_,_,_,_
45,1,ceiling,4,22,ceiling,ceiling,5.897643473211428,2.387316111028145,6.297184944152832,8.982448253249654,5.272755379978784,0.28606510162353516,1.5281950108762155,_,128,128,128,gray,0.8500046209297311,3.0384885297822586,_,_,_,_,_,_,_,_,_,_,_,_
46,1,sofa chair,5,5,chair,chair,7.5437558864225345,1.327828648298121,3.6301673650741577,1.557421675840205,0.4330754374128727,0.8460695743560791,1.5912156977992422,_,105,105,105,gray,0.5356675392670157,5.608379183423491,47,79,79,aqua,0.35340314136125656,15.811385877890102,_,_,_,_,_,_
47,1,picture,64,11,picture,picture,4.442003772091012,6.249034566780062,4.733839988708496,1.1547896188027655,0.1116962091023348,1.3813209533691406,-3.029212939885677,_,105,105,105,gray,0.7595907928388747,6.848364248369194,210,180,140,brown,0.11099744245524297,10.475292804789557,_,_,_,_,_,_
48,1,picture,64,11,picture,picture,6.431599041503696,6.482314051547231,4.529256701469421,1.8358643925125362,0.09603400135130968,1.4997236728668213,-3.0301863725055416,_,128,128,128,gray,0.6205913786961168,5.677377135419912,210,180,140,brown,0.20199501246882792,9.901195121563955,_,_,_,_,_,_
49,1,heater,111,39,heater,otherfurniture,4.6801267434174845,1.4059590114027125,3.9608954191207886,1.9258332341983122,1.078279831594135,1.5367109775543213,-1.5974407572482117,_,128,128,128,gray,0.3991095430107527,4.027548287396962,205,133,63,brown,0.28620631720430106,13.452152324853849,47,79,79,aqua,0.20337701612903225,18.83841523223541
50,1,picture,64,11,picture,picture,4.886925467462176,4.667295566678472,4.622150897979736,0.3739782896010295,0.22968187727386624,2.753933906555176,-1.6862936419589833,_,47,79,79,aqua,0.5286600949251552,22.9579524569266,0,0,0,black,0.31507849580138736,25.955198216958355,128,128,128,gray,0.1511500547645126,4.249756023706934
51,1,door frame,28,8,door,door,6.318345814058622,-1.999787781079002,4.799216270446777,3.115600795176534,0.4674384317098166,3.267796516418457,3.071312450800768,_,47,79,79,aqua,0.4507860218283769,19.658640208903574,0,0,0,black,0.2655452087714028,24.119463339787494,128,128,128,gray,0.2535295884650045,3.553122472868324
52,1,wall,21,1,wall,wall,6.355787149811778,6.364323771549275,4.727549195289612,5.4754851870113015,2.299277191678123,2.9833667278289795,-0.32663535993887954,_,128,128,128,gray,0.9638728323699421,3.7020961728239836,_,_,_,_,_,_,_,_,_,_,_,_
53,1,plant,82,40,plant,otherprop,6.914735602465656,1.3903478378895278,4.323858022689819,0.7163468045352249,0.3087581451825887,0.6970124244689941,-1.4416102225509375,_,105,105,105,gray,0.4177865612648221,8.118616290550305,85,107,47,olive,0.25612648221343876,11.06304270090206,210,180,140,brown,0.1308300395256917,8.27057659529929
54,1,picture,64,11,picture,picture,4.6864299211197675,-1.5025166014269489,4.787528991699219,0.9385237841371263,0.4316367068931424,3.2520017623901367,1.5849586733841694,_,47,79,79,aqua,0.5179691535680023,22.393464951963594,0,0,0,black,0.3715592945170098,23.593946893890305,128,128,128,gray,0.10338720389639142,3.2900134372270995
55,1,heater piping,20,40,unknown,otherprop,4.527525094142264,1.6246478384719467,5.3227598667144775,0.366408195664504,0.3913755329334828,1.4612030982971191,0.17350367398178876,_,105,105,105,gray,0.6705381339527681,6.197112357006074,47,79,79,aqua,0.2713898567557104,19.34560464931914,_,_,_,_,_,_
56,1,unknown,20,40,unknown,otherprop,5.983622588441097,2.4056805393965814,4.790772557258606,9.353170957048095,5.089303765971783,3.2655837535858154,1.5031028397924677,_,128,128,128,gray,0.4328489652135623,4.324914663000017,47,79,79,aqua,0.32423308381036253,17.350393629289602,0,0,0,black,0.13195361808307648,20.756203633031365
57,1,door,28,8,door,door,8.750958858328897,5.577629877066898,4.521248459815979,1.2028166017940247,0.1039699861561143,2.5232255458831787,-1.5914520485738735,_,176,196,222,blue,0.3493184031158715,2.904784922584823,160,82,45,brown,0.26777020447906524,20.496801689854525,230,230,250,purple,0.2285783836416748,2.43161292127227
58,1,floor,11,2,floor,floor,6.01586909962999,2.4204676406098753,3.2428441047668457,8.765587296060824,5.320820496644216,0.19179439544677734,-1.5868794965276363,_,105,105,105,gray,0.7913602505100347,3.9487673064004243,47,79,79,aqua,0.18441903496702566,15.181371129543594,_,_,_,_,_,_
59,1,sofa chair,5,5,chair,chair,6.285516873861038,2.101633640586997,3.650425910949707,0.45159232909257163,0.595351823927919,0.8262720108032227,3.1114189640287226,_,105,105,105,gray,0.5282140779522978,5.186821095035255,47,79,79,aqua,0.4397905759162304,17.494363658648446,_,_,_,_,_,_
60,1,sofa chair,5,5,chair,chair,6.281817232056283,1.2091622352492923,3.631595015525818,1.287064304298407,0.44291904104472835,0.8453657627105713,-1.5318822846963929,_,105,105,105,gray,0.5070671378091873,6.927196839018125,47,79,79,aqua,0.3872791519434629,14.903018629753243,_,_,_,_,_,_
61,1,window frame,59,9,window,window,3.689166038422529,6.26965124104156,5.919229507446289,0.5474878780648114,0.20945819405266786,0.5781698226928711,-3.0222294758273907,_,128,128,128,gray,0.34912280701754383,3.6311770108667036,0,0,0,black,0.3140350877192982,15.316114724327992,47,79,79,aqua,0.312280701754386,19.080417256661242
62,1,sofa chair,5,5,chair,chair,7.581829208304582,2.072283576445695,3.634298086166382,0.6185938016324894,0.4196787101284709,0.8544964790344238,1.5331398589569123,_,47,79,79,aqua,0.5345022624434389,18.01411582632033,105,105,105,gray,0.4298642533936652,5.112158748005337,_,_,_,_,_,_
63,1,sofa chair,5,5,chair,chair,6.864018669830797,2.8385142035583004,3.658107280731201,0.849739307097237,0.6645487176406135,0.8360557556152344,-1.6611613271819798,_,47,79,79,aqua,0.5192485371111796,16.657091673060137,105,105,105,gray,0.42870341854019095,6.154787675090125,_,_,_,_,_,_
64,1,sofa chair,5,5,chair,chair,6.916310284616113,0.08049651890724685,3.6272445917129517,0.8329975067899318,0.6581352694424458,0.850487470626831,1.4975698110483144,_,112,128,144,gray,0.4927278124072425,7.069383612725144,47,79,79,aqua,0.3241317898486198,16.99092279556119,_,_,_,_,_,_
65,2,floor,11,2,floor,floor,1.0428626507745293,2.1869356154076276,3.302890181541443,7.983624008386686,4.974762917602306,0.2814943790435791,1.5723802067302164,_,105,105,105,gray,0.7207932293395287,4.840495968633813,47,79,79,aqua,0.2654331231330899,13.535117504324006,_,_,_,_,_,_
66,2,unknown,20,40,unknown,otherprop,0.9478848689489109,2.1955863199272474,4.812400698661804,4.740111531046482,8.269155200503945,3.2830917835235596,0.018808992917141297,_,128,128,128,gray,0.4566376648891384,3.7138147406085573,47,79,79,aqua,0.2531574515857424,18.482098884862857,240,248,255,white,0.12077837028721115,1.9749268946439955
67,2,cushion,119,18,pillow,pillow,2.530624515031797,2.3052764979290163,3.8397650718688965,0.5256646651363666,0.25764675186679487,0.43138980865478516,2.6442451814158936,_,105,105,105,gray,0.5864978902953587,4.481729679214279,47,79,79,aqua,0.19971870604781997,18.59122637185056,70,130,180,blue,0.10126582278481013,7.4417650997027955
68,2,wall,21,1,wall,wall,-0.38588643821220187,3.626734732378035,4.744587182998657,8.625994231666347,3.5416366251039344,3.0951476097106934,0.9705947243574576,_,169,169,169,gray,0.9512545489369852,2.974467447217722,_,_,_,_,_,_,_,_,_,_,_,_
69,2,picture,64,11,picture,picture,-1.3239544958690304,1.1443611520472061,4.652457356452942,1.9847762982770232,0.06676449725629618,2.3061883449554443,-1.6191350188622073,_,105,105,105,gray,0.5831525668835864,5.384017003425164,47,79,79,aqua,0.26825741142443965,15.483143778748717,_,_,_,_,_,_
70,2,door frame,28,8,door,door,1.0511611145483428,-1.5880041712192061,4.808724403381348,4.808759904401488,0.8148758846212873,3.2904443740844727,-0.06077593454547308,_,47,79,79,aqua,0.3493437429282643,19.97148866080537,0,0,0,black,0.29186467526589727,19.782577880965338,128,128,128,gray,0.27896582937316133,3.6387889397830966
71,2,picture,64,11,picture,picture,1.9390359407076525,5.974608866288882,4.801639795303345,2.618762461193449,0.11948679707049426,1.3613648414611816,-3.0386422739260923,_,105,105,105,gray,0.6970819823992589,5.491430489515809,47,79,79,aqua,0.24339972209356184,18.415815617819025,_,_,_,_,_,_
72,2,ceiling,4,22,ceiling,ceiling,1.1103794880487425,2.370557720863241,6.216829299926758,7.818162796071689,4.952120286557528,0.22203445434570312,1.5478129614599503,_,128,128,128,gray,0.9637967508881172,3.2089416530529533,_,_,_,_,_,_,_,_,_,_,_,_
73,2,picture,64,11,picture,picture,-1.2013421893026959,3.6439963216477915,4.6882617473602295,1.9584301648487092,0.06863443772829769,2.2713637351989746,-1.6274634393677978,_,105,105,105,gray,0.45127631824110304,5.337646444013959,47,79,79,aqua,0.3601639649711198,14.85043184621282,_,_,_,_,_,_
74,2,cushion,119,18,pillow,pillow,2.4867493292180503,1.6057765309403582,3.8444584608078003,0.5802077411433322,0.5402478795849642,0.4742453098297119,0.6747409422235527,_,105,105,105,gray,0.5520757465404225,5.151304649825395,47,79,79,aqua,0.3663510560815732,19.74737616080601,_,_,_,_,_,_
75,2,bed,157,4,bed,bed,2.1655845874385857,1.8283567467665773,3.563840627670288,1.9176245296660204,2.8822127136896656,0.7358756065368652,-0.022751440873609405,_,105,105,105,gray,0.5555197347211348,5.0201112996345305,47,79,79,aqua,0.35329065536775206,14.336130755761571,_,_,_,_,_,_
76,2,curtain,89,16,curtain,curtain,-1.1512644353551267,-1.0746521565617086,4.772070288658142,0.7764087776703199,0.22749830549038808,3.1537020206451416,-0.5234008818235256,_,47,79,79,aqua,0.5011217049915873,18.234279266771466,0,0,0,black,0.38881099270891756,20.758863029546944,105,105,105,gray,0.10950644980370162,6.459966372973086
77,2,plant,82,40,plant,otherprop,1.7959116437526876,0.20287497225892698,4.193005084991455,0.6132702644754213,0.5833353893442852,1.0420570373535156,2.5755747702287954,_,105,105,105,gray,0.6790494400437039,4.554167693533564,47,79,79,aqua,0.15897295820813986,16.150851501961704,_,_,_,_,_,_
78,2,cushion,119,18,pillow,pillow,2.496607384003697,1.1741483536401662,3.8690643310546875,0.5723910759293065,0.4299520190212629,0.5239057540893555,-3.0814955453699584,_,105,105,105,gray,0.5682478218780251,3.968207165065021,47,79,79,aqua,0.3591481122942885,18.074126334660964,_,_,_,_,_,_
79,2,keyboard,47,40,keyboard,otherprop,-0.12482818672755769,4.924220475288574,4.150492429733276,1.127443895118517,0.525968324414094,0.20299959182739258,0.6520768329100017,_,105,105,105,gray,0.6305397103992979,3.885508277550447,47,79,79,aqua,0.3453268977621764,15.896204289948518,_,_,_,_,_,_
80,2,cushion,119,18,pillow,pillow,2.513309593902846,2.5762851970175675,3.898777961730957,0.7627490064454558,0.396233621857073,0.5826129913330078,2.90379808504374,_,105,105,105,gray,0.6362083689154568,4.568902699005808,47,79,79,aqua,0.30572160546541416,17.23244752352614,_,_,_,_,_,_
81,2,window frame,59,9,window,window,1.66216605171338,6.105682258867072,5.856886863708496,3.7282951498725763,0.35580194520634656,0.7152481079101562,-3.020361783326773,_,47,79,79,aqua,0.3612801442416047,22.079962502015714,128,128,128,gray,0.3371647509578544,4.4181001072847055,0,0,0,black,0.2657200811359026,15.301365742979442
82,2,cushion,119,18,pillow,pillow,2.5044691197518345,0.9631542207468039,3.9019722938537598,0.7139350849909216,0.49315882759796636,0.5578889846801758,1.0150063583301454,_,220,220,220,gray,0.7060755336617406,2.5712689610910786,240,248,255,white,0.2766830870279146,1.2703408029848167,_,_,_,_,_,_
83,2,cushion,119,18,pillow,pillow,2.569176628202275,2.803692856112297,3.865739941596985,0.7641695959869104,0.3793288510505346,0.48404479026794434,-0.2028342772181318,_,192,192,192,gray,0.8385026737967914,3.575126843027709,245,245,245,white,0.13689839572192514,1.349070326373185,_,_,_,_,_,_
84,2,screen,89,16,curtain,curtain,-1.1678288168246203,2.3510157650059993,6.136841773986816,2.9045117507383345,0.2090561292627262,0.2598419189453125,-1.6130247289078985,_,47,79,79,aqua,0.5953586497890295,20.221607010958326,0,0,0,black,0.2810126582278481,22.639177831774997,128,128,128,gray,0.12362869198312236,2.3953541867514403
85,2,object,20,40,unknown,otherprop,0.2850011848469252,2.2853449328476847,3.7481261491775513,0.3444913989952554,0.31515365784601923,0.27751660346984863,0.7829481655760407,_,165,42,42,maroon,0.4899057873485868,24.942133540569298,105,105,105,gray,0.2611036339165545,7.764574954257737,47,79,79,aqua,0.17765814266487215,16.711052688787326
86,2,cushion,119,18,pillow,pillow,2.586014461872443,2.0519729428941984,3.8219666481018066,0.5200267451862305,0.27082612964745056,0.4104738235473633,-1.0672608745925976,_,105,105,105,gray,0.7035110533159948,4.217280871535527,47,79,79,aqua,0.23797139141742524,17.671719348030745,_,_,_,_,_,_
87,2,coffee table,356,39,coffee table,otherfurniture,0.3248106001825295,2.016904508117304,3.475981116294861,1.359203928092619,0.9075208474019365,0.42310547828674316,-1.6493291159043326,_,128,128,128,gray,0.7254158155821419,3.571892855681414,47,79,79,aqua,0.21680770353078493,15.730611954056945,_,_,_,_,_,_
