object_id,region_id,raw_label,nyu_id,nyu40_id,nyu_label,nyu40_label,object_bbox_cx,object_bbox_cy,object_bbox_cz,object_bbox_xlength,object_bbox_ylength,object_bbox_zlength,object_bbox_heading,object_front_heading,object_color_r1,object_color_g1,object_color_b1,object_color_scheme1,object_color_scheme_percentage1,object_color_scheme_average_dist1,object_color_r2,object_color_g2,object_color_b2,object_color_scheme2,object_color_scheme_percentage2,object_color_scheme_average_dist2,object_color_r3,object_color_g3,object_color_b3,object_color_scheme3,object_color_scheme_percentage3,object_color_scheme_average_dist3
15,0,sofa chair,5,5,chair,chair,1.5317689373388295,-4.506024313174285,0.4771817823017267,1.0804795461992707,1.055141242926156,0.9781461364798363,-0.39298769926310534,_,0,0,0,black,0.28597942517764346,32.64823940993635,105,105,105,gray,0.27616926503340755,9.89745670829176,47,79,79,aqua,0.1267366634849931,23.297372173594507
16,0,table,19,7,table,table,0.8450566747869456,-4.369820456052861,0.2897012247853573,0.7077033445885221,0.5287000393947845,0.588717977464553,1.114934705787693,_,160,82,45,brown,0.3619393443461361,14.667208198579315,165,42,42,maroon,0.27177415230399427,28.673788406662318,0,0,0,black,0.13864880069554544,30.332325949813377
17,0,table,19,7,table,table,-1.1300297751710762,-7.627288804636537,0.24567383875535218,0.7093742125935665,0.6087195384622426,0.6038739797651246,0.02241539185290272,_,160,82,45,brown,0.49666203059805286,13.528335038959526,165,42,42,maroon,0.17348168752897544,27.443418703375773,105,105,105,gray,0.11418636995827539,7.9702257017553375
18,0,flower vase,78,40,vase,otherprop,2.2277231146123997,-9.060445452693381,0.8809857503712895,0.5065118456124518,0.3393293475568475,1.7317946881804644,2.6448882965471694,_,105,105,105,gray,0.5521534320323015,5.2621210512256615,47,79,79,aqua,0.16108681022880214,19.789371233958622,0,0,0,black,0.11759757738896366,29.87176779802908
19,0,lamp stand,50,39,stand,otherfurniture,2.447336165417345,-7.672347895686904,0.7666314836867468,0.5176187060718505,0.4655774505878556,1.5892092515837286,2.891424986756841,_,192,192,192,gray,0.8148198876866183,2.732713192924765,_,_,_,_,_,_,_,_,_,_,_,_
20,0,lamp,144,35,lamp,lamp,-1.1059356774077018,-7.615314451590425,0.7693325978092909,0.41483969706163215,0.4142065539704465,0.4561255643069293,-0.035989794800134624,_,160,82,45,brown,0.39649018441403927,12.119796801570832,105,105,105,gray,0.1597263533610946,7.094201511336045,245,245,245,white,0.11927424152290303,1.5308620415388317
21,0,dresser,169,17,dresser,dresser,-2.374795282703514,-4.184272327060893,0.4137385567356812,1.104412371626926,0.5484833515084295,0.8994191010672791,1.5824590163709529,_,160,82,45,brown,0.622763135806614,13.880542393761017,165,42,42,maroon,0.14124559341950646,29.589111544099268,_,_,_,_,_,_
22,0,dresser,169,17,dresser,dresser,2.4953447752580398,-4.192793366389301,0.3058671265421667,1.5691216282810254,0.5741602012512756,0.6169052558280582,-1.5293607332770824,_,160,82,45,brown,0.48921459032004305,17.615845408075568,105,105,105,gray,0.2663851281414317,10.217961488935426,165,42,42,maroon,0.1709104459073407,30.47996218858651
23,0,lamp,144,35,lamp,lamp,2.4852989402935677,-3.702151036608435,1.0020044905435208,0.4546300237380736,0.4028967986197167,0.8838256395809613,1.6473654323967377,_,192,192,192,gray,0.5485631722587895,4.047588204519785,250,235,215,white,0.26970621287526086,1.7365033625681128,210,180,140,brown,0.12971584524000643,8.689203490176256
24,0,chair,5,5,chair,chair,1.0671548587905657,-1.3104194021663982,0.4884215354660309,0.7504742304097738,0.6426601256409049,0.9764374701279842,-0.5114047342625334,_,210,180,140,brown,0.2908488774168412,14.437077081318789,107,142,35,olive,0.22422441922758488,13.128429808620536,165,42,42,maroon,0.15121998733745678,26.129449983285927
25,0,coffee table,356,39,coffee table,otherfurniture,1.3107704907592315,-0.4523906984137417,0.5495332516704825,0.7338734902343624,0.506644844638255,1.1009272300201038,1.5747124543448199,_,105,105,105,gray,0.5348621966269025,6.311547983189769,160,82,45,brown,0.1430995475113122,13.585227339222874,165,42,42,maroon,0.10967708761826409,23.61013769580249
26,0,painting,64,11,picture,picture,1.561276962005406,-0.41546322147859954,1.7911495973820324,0.7565651134213219,0.029591614732642046,0.9585239293702981,-1.5750500374098124,_,169,169,169,gray,0.6660634743875279,4.658975338709741,210,180,140,brown,0.23594097995545657,12.55748631387804,_,_,_,_,_,_
27,0,painting,64,11,picture,picture,2.780250431482378,-4.183996942488923,1.8747389629562643,1.0573474209255385,0.05550192708871604,0.7601785486167207,1.5880159417107933,_,169,169,169,gray,0.7063455303381195,5.078188792987343,47,79,79,aqua,0.2502315886984715,10.50589535426615,_,_,_,_,_,_
28,0,painting,64,11,picture,picture,2.359989171175537,-6.424721464058057,2.4509719494967177,0.7403715706123348,0.0822958885765459,0.8328028327353554,1.5756193584568283,_,139,69,19,brown,0.36550406115623507,15.335904386194398,105,105,105,gray,0.24112119764293677,8.531236252682952,47,79,79,aqua,0.15591654722089504,22.2775877462464
29,0,painting,64,11,picture,picture,2.7738924236615614,-8.035803357216858,1.6784102846195044,0.5178540159476066,0.040637193292948126,0.6074800299600083,1.521722218303252,_,119,136,153,gray,0.806861499364676,4.6077076342719465,176,196,222,blue,0.11086404066073698,4.130791791329883,_,_,_,_,_,_
30,0,painting,64,11,picture,picture,-2.629480279099517,-6.458590401276376,1.6238124511728826,1.9378538708976487,0.11457582608876127,1.1351285301962344,1.5713676665613738,_,169,169,169,gray,0.4927609427609428,7.0591807844179595,160,82,45,brown,0.3718855218855219,13.221197716247392,_,_,_,_,_,_
31,0,painting,64,11,picture,picture,-2.664579235090675,-4.2177098157978135,1.6784593580007843,0.4544901384669413,0.031665803996336894,0.37781162186064154,-1.5721593317209857,_,105,105,105,gray,0.8818807339449541,5.414174403358917,_,_,_,_,_,_,_,_,_,_,_,_
32,0,door,28,8,door,door,0.0435680487372963,1.0081690390609945,1.2531434345896022,0.9491601928044581,0.02752583976138201,2.472693490897443,0.015901364606379188,_,192,192,192,gray,0.9354094076655052,1.6053282020692605,_,_,_,_,_,_,_,_,_,_,_,_
33,0,door,28,8,door,door,2.314336114245498,-1.9275429364903474,1.0895347982784314,1.1358267950064782,0.0382439544119082,2.173735377978179,0.006747764404072802,_,205,133,63,brown,0.5753910925826557,7.769855689557581,184,134,11,yellow,0.2594625830684773,10.549367877734563,210,105,30,orange,0.10570850703760268,11.524485539828998
34,0,door,28,8,door,door,0.08212590415309619,-9.787703501683586,1.413053380757394,2.0613308699964747,0.26094802784805005,2.815349688915425,-0.026779608266849716,_,128,128,128,gray,0.5575204531151667,5.206577700322498,139,69,19,brown,0.1697293895531781,12.680805866984379,255,255,255,white,0.12603838892385147,1.2084709029886422
35,0,window,59,9,window,window,-1.8086770639756329,-9.802678026380661,1.5291997017593366,1.655933291688806,0.17015922032137887,2.103966202839824,-3.131290004888274,_,160,82,45,brown,0.42597631645250694,10.194996581205165,105,105,105,gray,0.2689846308893928,6.3057671792757635,240,230,140,yellow,0.10655076845553035,5.341450802815645
36,0,window,59,9,window,window,1.9337461620000913,-9.84146828769764,1.5314340265871471,1.711969538097091,0.26321788328432305,2.134759006707104,3.1347309104817525,_,205,133,63,brown,0.33184085966483307,9.884717697292764,105,105,105,gray,0.2070871178201356,5.904828517373617,255,255,255,white,0.1602660867340412,0.7997870097857732
37,0,window,59,9,window,window,2.9242871236125305,-9.189128573165698,1.5152230191404592,1.0403159050399324,0.32761903710794815,2.0807129901715085,-1.5650969143360376,_,105,105,105,gray,0.42490542244640606,6.753546407038492,160,82,45,brown,0.40264817150063054,10.952224392519232,_,_,_,_,_,_
38,0,window,59,9,window,window,0.07871087530082006,-9.794655777713164,4.002809673285227,2.0886818027425185,0.15134766838204072,2.3755904128824756,-0.015656458485280227,_,255,255,255,white,0.6089436045985336,0.09704606189880004,105,105,105,gray,0.21075405087354032,7.921868661672499,_,_,_,_,_,_
39,0,window,59,9,window,window,-1.526172100727463,-9.812515490465351,3.8744129633695374,1.045119335957747,0.14294245176846232,2.116413885949223,-3.1163062755005035,_,240,255,255,white,0.48921923128431766,0.6779838963446806,160,82,45,brown,0.253292263738226,10.134113405284287,105,105,105,gray,0.20333913664568545,9.778670359753805
40,0,window,59,9,window,window,1.7310631132893044,-9.80549070970174,3.9563765205347883,1.1669990455353716,0.1406521083995944,2.271304395468091,-0.0019838969304756243,_,255,255,255,white,0.4889676561807709,0.1812896040996776,160,82,45,brown,0.2763402747009304,13.235794407854337,105,105,105,gray,0.18125830748781568,8.87123206257495
41,0,window,59,9,window,window,0.03454812419569616,1.1532391615980537,1.958688018922528,2.4782626946963036,0.3359191721232222,3.9053825053092375,0.004768523506301013,_,205,133,63,brown,0.31264554972830716,8.464302883457641,169,169,169,gray,0.26135524547020844,4.2777870241723654,184,134,11,yellow,0.14741465815930477,10.57601993271143
42,0,rug,130,20,rug,floor mat,-0.3216447857741294,-0.9512669266071733,0.01184732751925196,1.6934624347488325,1.6747779103547205,0.02345158574153654,-2.156994091043694,_,25,25,112,navy,0.19619659836614436,29.7124488222999,210,180,140,brown,0.18789339761617785,6.791354389766787,0,0,0,black,0.17807240748180886,30.533076296942866
43,0,rug,130,20,rug,floor mat,0.46050150751263214,-6.379937760192785,0.014463338485602903,3.1039174925810924,2.535415691054499,0.031157417526926984,-1.5592843458560939,_,160,82,45,brown,0.47992149548320645,8.389038494274363,192,192,192,gray,0.22688362122962571,4.962476288800187,233,150,122,red,0.16999568503542448,9.043318787858112
44,0,pillow,119,18,pillow,pillow,-1.2291467371479323,-5.885521294782296,0.6745985024037795,0.501448870338093,0.30365736238847574,0.40717374470616896,1.3646009193684518,_,220,20,60,red,0.48895113600995954,16.462969311186104,255,105,180,pink,0.20354808590102708,12.06240268355066,165,42,42,maroon,0.17553688141923435,25.574873481679834
45,0,pillow,119,18,pillow,pillow,-1.1959040600297506,-6.586113964351813,0.6698038438661851,0.496603467646481,0.3370639595252911,0.3803359239706653,-1.5397707461518724,_,220,20,60,red,0.48952095808383234,17.333941787901058,165,42,42,maroon,0.20538922155688621,22.711364495239614,255,105,180,pink,0.17365269461077845,14.197372862921657
46,0,pillow,119,18,pillow,pillow,1.478923834219136,-7.710416628672473,0.6366625226889314,0.5868604125797017,0.3851635039490664,0.43576252203618737,-1.72870372625923,_,178,34,34,maroon,0.5851778164635663,16.81946242074275,160,82,45,brown,0.26635165381745834,14.619780308177443,_,_,_,_,_,_
47,0,pillow,119,18,pillow,pillow,1.7134006601581238,-4.779465352910583,0.6808973571257062,0.5746713171647668,0.37820380764762374,0.36369558753960884,-1.4846363938130422,_,220,220,220,gray,0.7325383304940375,3.717234983962513,_,_,_,_,_,_,_,_,_,_,_,_
48,0,decoration,20,40,unknown,otherprop,2.268990456915962,-6.0388847367766365,1.9441630287280414,0.20063074443286633,0.15641224400547316,0.22580421162221764,0.5525937549917723,_,105,105,105,gray,0.4745437079731028,8.370814163740581,210,180,140,brown,0.22382324687800192,14.489786651324088,47,79,79,aqua,0.19692603266090297,19.81688685657617
49,0,decoration,20,40,unknown,otherprop,2.2891102784975983,-6.890295504558559,1.9588557623026972,0.20170022241154495,0.1637017438888484,0.28755318732822843,2.2447249749257057,_,105,105,105,gray,0.5112593828190158,11.43248901244697,160,82,45,brown,0.396163469557965,17.063275472756022,_,_,_,_,_,_
50,0,decoration,20,40,unknown,otherprop,2.449937386229311,-4.041895414690818,0.6385701338686135,0.2798702869744165,0.30261317332882975,0.11155278641386857,2.5415043739341314,_,105,105,105,gray,0.4328097731239092,8.60887060991008,139,69,19,brown,0.337696335078534,17.011888722888358,_,_,_,_,_,_
51,0,lamp,144,35,lamp,lamp,2.148451356995894,-5.774339716063754,2.4087765060058635,0.1573576937786365,0.162654327051174,0.14840755565460562,1.5811789923944102,_,192,192,192,gray,0.9021897810218978,3.1294549948385684,_,_,_,_,_,_,_,_,_,_,_,_
52,0,lamp,144,35,lamp,lamp,2.1533732550689892,-7.131072689051115,2.404299960019255,0.15466828728197646,0.13984470758875567,0.1517097707405881,-0.051652817574944,_,192,192,192,gray,0.9255150554675119,3.638100979492866,_,_,_,_,_,_,_,_,_,_,_,_
53,0,picture,64,11,picture,picture,-2.662616359422222,-9.474078754616052,1.6132177458746062,0.15994547805585313,0.022658567832850363,0.29109952062700195,-1.561335116142784,_,192,192,192,gray,0.576017130620985,3.9539164563708273,160,82,45,brown,0.23554603854389722,20.41589784943222,_,_,_,_,_,_
54,1,floor,11,2,floor,floor,-3.6882505919666473,0.4344411831454384,0.06225606296121837,4.13284104519899,4.798421719532547,0.26696703802224897,0.0008876233079291884,_,160,82,45,brown,0.38974611782105006,10.33979346509494,165,42,42,maroon,0.3068167501985594,20.875190031373293,105,105,105,gray,0.1041875496398543,9.291604411177738
55,1,wall,21,1,wall,wall,-1.6491751356583992,1.9190978713437832,1.2239689344172138,1.8566627355300969,0.055414739327388274,2.4457927727582693,1.5844881851570283,_,169,169,169,gray,0.9169946984004187,4.7674223684697745,_,_,_,_,_,_,_,_,_,_,_,_
56,1,wall,21,1,wall,wall,-3.692910869881432,2.793441850971458,1.2179458466370152,4.104421980001254,0.13049151922853008,2.4330747419832437,-3.1415373795581707,_,169,169,169,gray,0.7396513563445463,4.858707405936318,210,180,140,brown,0.1949916771845104,7.539349470397275,_,_,_,_,_,_
57,1,wall,21,1,wall,wall,-5.744556412811838,0.454909099586895,1.2202838208132858,4.806870757316432,0.08870586402785552,2.454777606304106,1.5702452650072465,_,169,169,169,gray,0.8058866109976475,4.6080497153344675,210,180,140,brown,0.14814766939841265,6.201999847046497,_,_,_,_,_,_
58,1,ceiling,4,22,ceiling,ceiling,-3.6943102046157636,0.46450045032665077,2.748662289071298,3.3011654465784446,3.9355358864122145,0.047580539028288626,3.1359382388245387,_,128,128,128,gray,0.7307175574918093,4.212774071292521,160,82,45,brown,0.135348329260915,8.845947705667047,_,_,_,_,_,_
59,1,ceiling,4,22,ceiling,ceiling,-3.6098784290259185,0.46095075445262934,2.426621601029506,4.327235978674309,4.8086915554901335,0.06213428774032437,3.136147531627726,_,169,169,169,gray,0.8694261884412484,3.726406260734686,_,_,_,_,_,_,_,_,_,_,_,_
60,1,ceiling molding,20,40,unknown,otherprop,-5.318305656019861,0.4679607368527984,2.6097312566897024,3.915798743359243,0.12688901547581022,0.32910843336856743,-1.5738688888842662,_,169,169,169,gray,0.634172985477445,3.2922617974633077,210,180,140,brown,0.26686801182367303,6.355001677112775,_,_,_,_,_,_
61,1,ceiling molding,20,40,unknown,otherprop,-2.075138982553769,0.4640203758506879,2.593216739528633,3.916201103897144,0.1350988198834875,0.31982545274632557,-1.5756825560675987,_,169,169,169,gray,0.48690609801720913,4.268762940994881,210,180,140,brown,0.29168225464521763,7.362412820473155,233,150,122,red,0.11915450804339693,10.1518825913926
62,1,ceiling molding,20,40,unknown,otherprop,-3.6939953379569763,-1.458785191111408,2.589375358130358,3.3307686392353646,0.14181430010200402,0.33655993376391535,0.0010896780132781578,_,169,169,169,gray,0.6958586330375214,3.7235945663407066,210,180,140,brown,0.21352950334734547,5.752950382192835,_,_,_,_,_,_
63,1,ceiling molding,20,40,unknown,otherprop,-3.697878145364336,2.403675850090946,2.600084545804381,3.3298977500315186,0.11325697803928048,0.30839920124498965,-3.1410090886768818,_,233,150,122,red,0.42477251333542515,9.738270456706879,128,128,128,gray,0.24317540006275495,5.458517097171663,188,143,143,purple,0.18034201443363665,8.551382334921119
64,1,curtain,89,16,curtain,curtain,-2.981722555982398,2.7204695844734976,1.2041902639795523,0.5679235681429375,0.2705456092080354,2.4076121947011244,3.0652372969525645,_,220,220,220,gray,0.6420809124166129,2.5334161374377393,240,248,255,white,0.2583387131482677,1.524768263483151,_,_,_,_,_,_
65,1,curtain,89,16,curtain,curtain,-4.399018527323675,2.7592638753675773,1.1997690755228754,0.6857892416506575,0.22215286986116523,2.393049636174008,-0.001004421943019915,_,220,220,220,gray,0.4886026323158779,3.092614900733543,240,248,255,white,0.32315877905348644,1.4741215418263565,_,_,_,_,_,_
66,1,curtain rod,582,38,curtain rod,otherstructure,-3.674641498966659,2.7983475906940236,2.400704153125624,2.292202371784499,0.11081821214668874,0.0920606083320541,3.1395378063638213,_,139,69,19,brown,0.4710703953712633,11.121132021798637,169,169,169,gray,0.2926711668273867,4.853538114845138,_,_,_,_,_,_
67,1,window,59,9,window,window,-3.5850817088956832,2.869014793833824,1.4710555115505355,1.504909802612448,0.19385440036986745,1.8609568695866008,-3.1160467190916243,_,240,255,255,white,0.41924510717614166,1.7035396493843153,192,192,192,gray,0.27847157502329917,3.904953934804898,173,216,230,blue,0.14906803355079218,3.9815256614926335
68,1,painting,64,11,picture,picture,-2.1633500493659152,2.8145641461222244,1.5645069748657812,0.6828566702266565,0.07310440732223578,0.5804355374786683,3.1381473470210475,_,105,105,105,gray,0.42511210762331836,9.724002567349377,47,79,79,aqua,0.2757847533632287,19.8851631998806,_,_,_,_,_,_
69,1,decoration,20,40,unknown,otherprop,-1.654703416572997,1.9401471487879867,1.6530632843851114,0.15185992064433007,0.04029414428910427,0.384985943274776,1.5632595467194061,_,105,105,105,gray,0.5252707581227437,9.895569799345388,160,82,45,brown,0.27978339350180503,27.25870979353254,_,_,_,_,_,_
70,1,flower vase,78,40,vase,otherprop,-3.7349128968518284,0.3122222670477976,1.323817925485271,0.6370903495011135,0.8620172449527899,0.9158038252981413,1.4435540753650464,_,105,105,105,gray,0.45066558276597907,6.578913728970788,47,79,79,aqua,0.36185347017579517,12.588870345108434,_,_,_,_,_,_
71,1,wall clock,56,40,clock,otherprop,-5.656086977481076,-1.2325566273990332,1.713322392848637,0.45726867165602547,0.22760664180138868,0.7301153203435682,-1.6004556361949558,_,105,105,105,gray,0.4763715372080391,9.794035838152025,165,42,42,maroon,0.24244070251674815,28.9727436191879,47,79,79,aqua,0.1481079123664675,27.757204642937594
72,1,lamp stand,50,39,stand,otherfurniture,-5.39664096112304,2.4899622333667515,0.9356057223727543,0.410125308405911,0.4044669566580277,1.896408246527674,-1.945394001114728,_,105,105,105,gray,0.739353186039065,5.373591466081676,210,180,140,brown,0.17792720674565055,13.128786847675407,_,_,_,_,_,_
73,1,chest of drawers,524,39,furniture,otherfurniture,-5.509437748453159,0.4721565892678699,1.0790949669221988,1.8123158761184834,0.5291109665478615,2.1934979840564717,-1.5606437748068196,_,105,105,105,gray,0.44148192159629646,9.8856680803435,160,82,45,brown,0.24126406476289503,17.01995521250243,47,79,79,aqua,0.1371260227511852,18.2182900987935
74,1,dining table,19,7,table,table,-3.2368453122958285,0.5449793546889922,1.2192178983914386,2.842588559037416,2.254586599198951,2.442323402020256,0.48432076579956085,_,105,105,105,gray,0.35185371750957084,13.523160394187464,160,82,45,brown,0.2839344482503862,15.12210597193518,165,42,42,maroon,0.10546376519578213,28.929866608502824
75,1,dining chair,5,5,chair,chair,-3.1869212969296936,-0.15093925185985885,0.5387832306626354,0.7828310448907914,0.6770796222499325,1.085400978124007,0.09519514176821255,_,160,82,45,brown,0.4231696014828545,17.340641877250693,105,105,105,gray,0.335248687055916,12.241644777536479,165,42,42,maroon,0.11387086808773556,31.08421793008239
76,1,dining chair,5,5,chair,chair,-3.205243070517106,0.33499899310829295,0.5371260681898733,0.6360002191269127,0.7489846600616419,1.0749032296545216,-1.5783158947710838,_,105,105,105,gray,0.41375089992800573,11.312021710298286,160,82,45,brown,0.2509719222462203,17.260731351265388,165,42,42,maroon,0.13239740820734341,31.254559034961872
77,1,dining chair,5,5,chair,chair,-3.2040726352200344,0.840809716343451,0.5414354379392593,0.7102357353349595,0.6475073807576051,1.0778083252751653,2.9652311439097296,_,105,105,105,gray,0.49634146341463414,7.753720096229244,160,82,45,brown,0.2563685636856369,16.83445736156152,_,_,_,_,_,_
78,1,dining chair,5,5,chair,chair,-3.7299114846070447,1.5490681697815216,0.5429710687328393,0.7641862134975616,0.6313854581939458,1.0772451883985075,-1.6733607291883819,_,160,82,45,brown,0.5109411764705882,10.764362418074963,105,105,105,gray,0.2827647058823529,7.259677834394774,_,_,_,_,_,_
79,1,dining chair,5,5,chair,chair,-3.68246144317176,-0.365819092958078,0.5411280258133888,1.4728514840540854,0.6605282617119799,1.0846527941645694,-1.7216158093370388,_,160,82,45,brown,0.41304347826086957,17.466876269864656,165,42,42,maroon,0.22368899115901658,29.081147736492937,105,105,105,gray,0.19867990795688506,14.684841360256545
80,1,dining chair,5,5,chair,chair,-4.213991465161298,-0.13521503035642887,0.5438637121371505,0.6275484060321853,0.6478215393709292,1.0763206753850272,1.5490332030209686,_,165,42,42,maroon,0.2638775962746692,30.20564344602726,160,82,45,brown,0.2614383916032227,19.849381812959038,105,105,105,gray,0.23512454726882992,12.764945295033833
81,1,dining chair,5,5,chair,chair,-4.226495591900792,0.387574639263625,0.5407211205361561,0.6363813128236882,0.5974752184441177,1.075697560069078,-1.4324298928928232,_,105,105,105,gray,0.3885993746492424,12.921675882257112,165,42,42,maroon,0.32301771827146636,29.033805686467474,160,82,45,brown,0.14110478633849113,17.839824293930505
82,1,dining chair,5,5,chair,chair,-4.253878226730458,0.9592792908925665,0.5391591245192456,0.5739946539132261,0.4933622792424499,1.0760260914139888,1.5234165841745304,_,165,42,42,maroon,0.3238626459822207,29.260131039717496,105,105,105,gray,0.3133170646679449,12.113822278266149,160,82,45,brown,0.22014990413107896,17.912201068256028
83,2,carpet,130,20,rug,floor mat,-8.548448117255047,1.7124183266374815,0.008413693480171347,5.1846834998012366,3.39030129560701,0.2640931593162842,-3.1384231025549587,_,192,192,192,gray,0.5892980897016739,4.1653080662111925,160,82,45,brown,0.29855443494141914,11.921305822915324,_,_,_,_,_,_
84,2,wall,21,1,wall,wall,-6.029887773943068,2.122696641770603,1.3909338033390226,2.6520885817026203,0.32342078240705696,2.7493417707944228,1.554604745403433,_,160,82,45,brown,0.2867068014272466,11.794999934382858,188,143,143,purple,0.2711139753847121,8.71258305364302,105,105,105,gray,0.19994026941636933,9.308905275878018
85,2,wall,21,1,wall,wall,-8.538847291572285,3.4636150067047438,1.8860781918600462,5.205555238772401,0.28450671076188083,3.764153926279889,0.010519269701307187,_,160,82,45,brown,0.4034261097835964,9.830233244909662,169,169,169,gray,0.3438646383737758,5.268087782588088,205,92,92,maroon,0.12001480833305288,13.701692285222638
86,2,wall,21,1,wall,wall,-11.08515472867967,1.746473618465856,1.318964474216253,3.3555450579422583,0.1770809174111143,2.872552057207703,-1.573371344036409,_,188,143,143,purple,0.37105029268442186,7.208404501513775,160,82,45,brown,0.3251555364859481,11.979654881463555,233,150,122,red,0.16057801342364156,11.257171323580147
87,2,wall,21,1,wall,wall,-9.258117571848754,0.08878240253403752,1.8914910935857918,3.756089913223895,0.1244680299944491,3.7274029493787637,3.1347168683794284,_,188,143,143,purple,0.33378550533169765,7.053542093933843,233,150,122,red,0.278156553741625,10.528293331807284,169,169,169,gray,0.26630178352363876,4.25388901554262
