name,cleaned,nyuId,nyu40id,nyuClass,nyu40class
SM_FireExtinguisherBoxS_LOD0,fire extinguisher box,26,40,box,otherprop
SM_Fence_LOD0,fence,20,38,unknown,otherstructure
SM_EspressoMachineS_LOD0,coffee machine,234,40,coffee machine,otherprop
SM_ElevatorRails_LOD0,column,94,38,column,otherstructure
SM_ElevatorCabin_LOD0,elevator,20,40,unknown,otherprop
SM_ElevatorBoxFloor_LOD0,elevate box,20,40,unknown,otherprop
SM_ElavtorArrows_LOD0,elevator arrows,64,11,picture,picture
SM_DrawerWooden_LOD0,drawers,174,3,drawer,cabinet
SM_CurvedReceptionDeskWoodenS_LOD0,table,19,7,table,table
SM_CopyMachinSe_LOD0,coffee machine,234,40,coffee machine,otherprop
SM_ComputerCaseSilver_LOD0,computer,46,40,computer,otherprop
SM_ComputerCaseBlack_LOD0,computer,46,40,computer,otherprop
SM_ComplexDeskWoodWhiteS_LOD0,desk,36,14,desk,desk
BlockGlassAngled,block glass,59,9,window,window
Column2,column,94,38,column,otherstructure
SM_CoffeeTableWoodGlassS_LOD0,coffee table,19,7,table,table
SM_CoffeeTableWoodBrownS_LOD0,coffee table,19,7,table,table
SM_CoffeeMakerS_LOD0,coffee machine,234,40,coffee machine,otherprop
CoffeeCupPlate,coffee cup,35,40,cup,otherprop
SM_CoffeeCupEmpty_LOD0,coffee cup,35,40,cup,otherprop
SM_CoffeeCup_LOD0,coffee cup,35,40,cup,otherprop
ChairWPillowUp,chair,5,5,chair,chair
SM_ChairDinnerGrayTextil_LOD0,chair,5,5,chair,chair
Camera,camera,40,40,camera,otherprop
SM_TableWood_LOD0,table,19,7,table,table
SM_Cable_LOD0,lamp,144,35,lamp,lamp
CabinetSmall,cabinet,3,3,cabinet,cabinet
SM_Cabinet3_LOD0,cabinet,3,3,cabinet,cabinet
BuildGlass2,door,28,8,door,door
SM_BossChairLeatherBrownS_LOD0,chair,5,5,chair,chair
SM_BossChairLeatherBlackS_LOD0,chair,5,5,chair,chair
SM_BlockWoodenWire2_LOD0,wooden block,20,38,unknown,otherstructure
SM_BlockWoodenWire_LOD0,wooden block,20,38,unknown,otherstructure
BlockSimple4m,block wall,21,1,wall,wall
BlockGlass4m,block wall,21,1,wall,wall
BlockGlassElevator,block glass,612,38,glass,otherstructure
SM_AngledSofaLeatherBlack_LOD0,sofa,83,6,sofa,sofa
SM_BlackFolder_LOD0,folder,213,40,folders,otherprop
BlockElevator,elevator block,20,38,unknown,otherstructure
AirEnd,air conditioner,4,22,ceiling,ceiling
ShelvesWoodenBrown,shelves,42,15,shelves,shelves
SM_Sofa_LOD0,sofa,83,6,sofa,sofa
SM_OfficeDoubleDeskMetalWood_LOD0,desk,36,14,desk,desk
Plane,otherstructure,20,38,unknown,otherstructure
Plane1,otherstructure,20,38,unknown,otherstructure
Plane2,otherstructure,20,38,unknown,otherstructure
Plane2 (1),otherstructure,20,38,unknown,otherstructure
Plane (1),otherstructure,20,38,unknown,otherstructure
Plane2 (2),otherstructure,20,38,unknown,otherstructure
Plane2 (3),otherstructure,20,38,unknown,otherstructure
Plane2 (4),otherstructure,20,38,unknown,otherstructure
Plane2 (5),otherstructure,20,38,unknown,otherstructure
Cube,otherstructure,20,40,unknown,otherprop
Cube (1),otherstructure,20,40,unknown,otherprop
Cube (2),otherstructure,20,40,unknown,otherprop
Cube (3),otherstructure,20,40,unknown,otherprop
Cube (4),otherstructure,20,40,unknown,otherprop
Cube (5),otherstructure,20,40,unknown,otherprop
Cube (6),otherstructure,20,40,unknown,otherprop
Cube (7),otherstructure,20,40,unknown,otherprop
Cube (8),otherstructure,20,40,unknown,otherprop
Cube (9),otherstructure,20,40,unknown,otherprop
Cube (10),otherstructure,20,40,unknown,otherprop
Cube (11),otherstructure,20,40,unknown,otherprop
Cube (12),otherstructure,20,40,unknown,otherprop
Cube (13),otherstructure,20,40,unknown,otherprop
Cube (14),otherstructure,20,40,unknown,otherprop
Cube (15),otherstructure,20,40,unknown,otherprop
