object_id,region_id,raw_label,nyu_id,nyu40_id,nyu_label,nyu40_label,object_bbox_cx,object_bbox_cy,object_bbox_cz,object_bbox_xlength,object_bbox_ylength,object_bbox_zlength,object_bbox_heading,object_front_heading,object_color_r1,object_color_g1,object_color_b1,object_color_scheme1,object_color_scheme_percentage1,object_color_scheme_average_dist1,object_color_r2,object_color_g2,object_color_b2,object_color_scheme2,object_color_scheme_percentage2,object_color_scheme_average_dist2,object_color_r3,object_color_g3,object_color_b3,object_color_scheme3,object_color_scheme_percentage3,object_color_scheme_average_dist3
16,0,table,19,7,table,table,0.8443838446933334,-4.370577214921654,0.28880409285771447,0.7090678625150066,0.5249430131157755,0.5874307603853359,1.1070402628425768,_,160,82,45,brown,0.360175546029802,14.431130965078175,165,42,42,maroon,0.2689324351908553,28.60172764914977,0,0,0,black,0.1399265156154317,30.56615176000829
17,0,table,19,7,table,table,-1.1297689922429388,-7.628524966517591,0.24364845243397784,0.7084296263367669,0.60398388837885,0.6001182946468371,0.02087599199282655,_,160,82,45,brown,0.4997671169073125,13.46368984531043,165,42,42,maroon,0.16609222170470425,27.59981939286051,105,105,105,gray,0.13833255705635772,10.1814072959981
18,0,flower vase,78,40,vase,otherprop,2.227560343140278,-9.06205169989365,0.8804188504890165,0.5124873050097314,0.33370294374712195,1.72853925274195,2.625674416976235,_,105,105,105,gray,0.7173288250211327,8.603991921989728,0,0,0,black,0.11952662721893491,29.83952943433964,_,_,_,_,_,_
19,0,lamp stand,50,39,stand,otherfurniture,2.4457410341210863,-7.673346984116659,0.7680466254908334,0.5148912422471539,0.461612548363699,1.588549979952591,2.9084842060412037,_,192,192,192,gray,0.8246664851619929,2.813738127324457,_,_,_,_,_,_,_,_,_,_,_,_
20,0,lamp,144,35,lamp,lamp,-1.1019270136531867,-7.619285248698725,0.7687600432739208,0.41655012146702397,0.4070590214982661,0.4556610089898303,1.107612110256106,_,160,82,45,brown,0.3881733021077283,12.119260162254294,220,220,220,gray,0.19028103044496486,9.36683785883241,245,245,245,white,0.12177985948477751,1.4884135965762224
21,0,dresser,169,17,dresser,dresser,-2.372272388737247,-4.183665082840554,0.41478216369594867,1.1027659757791564,0.5424527256513851,0.8945283109896607,1.5822748631117316,_,160,82,45,brown,0.6260441929399084,13.931042299855841,165,42,42,maroon,0.1403260576663972,29.357423887364355,47,79,79,gray,0.13116410670978174,20.38880261026937
22,0,dresser,169,17,dresser,dresser,2.4906909432305,-4.1922208883901995,0.3023035907703469,1.5675498666403604,0.5644823351346364,0.6141169970341659,-1.5300373025225913,_,160,82,45,brown,0.4919043313881811,17.711273398877402,105,105,105,gray,0.30221089833155257,12.06965615070205,165,42,42,maroon,0.17144735760664093,30.454718879359323
23,0,lamp,144,35,lamp,lamp,2.4877971040271945,-3.7019455284198486,1.0017545329254927,0.45425041566634716,0.4014532067716785,0.883816000553078,1.609146998384508,_,192,192,192,gray,0.5461104140526977,4.222456981068941,250,235,215,white,0.2741530740276035,1.714628513437248,210,180,140,brown,0.13268506900878294,9.186159100396138
24,0,chair,5,5,chair,chair,1.0639340651748361,-1.3147721011204865,0.48737022009845654,0.7491770461079679,0.6432179113535639,0.9741686098726181,-0.5367590054602349,_,210,180,140,brown,0.2929400386847195,14.437772607329963,107,142,35,olive,0.2253384912959381,13.121391531957876,165,42,42,maroon,0.15203094777562862,26.373271853744143
25,0,coffee table,356,39,coffee table,otherfurniture,1.3131598646884253,-0.45059122574458677,0.5483977869560259,0.733336169141227,0.5060285238275515,1.0986203147982132,1.5829928945890352,_,105,105,105,gray,0.5539225833160836,7.049481174645888,160,82,45,brown,0.14520803146346511,13.122148592044878,165,42,42,maroon,0.11032912440488511,23.55506988908164
26,0,painting,64,11,picture,picture,1.5616327122901696,-0.41592768018057785,1.791825121341848,0.7560321240336125,0.030241828153517503,0.9566312296651276,-1.5754261686757165,_,169,169,169,gray,0.6744639376218323,4.737399166669606,210,180,140,brown,0.23670286828181564,12.694378218176725,_,_,_,_,_,_
27,0,painting,64,11,picture,picture,2.7775004294522887,-4.184493467878717,1.8751557872951068,1.0551384543196072,0.057472217174926676,0.7615008501343752,1.5822242369624304,_,47,79,79,gray,0.9510996724379972,6.45586171669376,_,_,_,_,_,_,_,_,_,_,_,_
28,0,painting,64,11,picture,picture,2.3614647638844874,-6.425574070052015,2.4489884777915805,0.7384990060334822,0.0792913870290688,0.82871174825776,1.5724265609318655,_,47,79,79,gray,0.4130781499202552,14.344848805463823,139,69,19,brown,0.3566188197767145,15.008734512935263,_,_,_,_,_,_
29,0,painting,64,11,picture,picture,2.770828056669528,-8.03639814827993,1.6804408698613127,0.5162133299629659,0.039488828892670025,0.6110662622380989,1.5064165620612824,_,119,136,153,gray,0.8465055519268452,5.171784457214802,176,196,222,blue,0.12148922273024167,3.9797855161298283,_,_,_,_,_,_
30,0,painting,64,11,picture,picture,-2.6286676202792263,-6.458442198183154,1.6262616872083946,1.9369910945383362,0.11680027838019935,1.134624975653466,1.571068694216203,_,105,105,105,gray,0.5318383398878755,7.9166308705965,160,82,45,brown,0.36674755250606644,13.190896536571914,_,_,_,_,_,_
31,0,painting,64,11,picture,picture,-2.666145471415753,-4.217948100088989,1.6784677422680048,0.45575798078549656,0.02875963694826078,0.37775582388049145,1.5589615578365543,_,105,105,105,gray,0.9167591564927858,5.616393427014226,_,_,_,_,_,_,_,_,_,_,_,_
32,0,door,28,8,door,door,0.045923370834336015,1.0082079105972315,1.2535272062301417,0.9450406114274368,0.023786146757408533,2.4748870663967977,0.010564663090414098,_,192,192,192,gray,0.9417188587334725,1.7896431174498781,_,_,_,_,_,_,_,_,_,_,_,_
33,0,door,28,8,door,door,2.3144977482833284,-1.9273714590831588,1.0887685451941953,1.13483393421853,0.03849349174571737,2.1723106043854634,0.007887014648716627,_,205,133,63,brown,0.5788609880190383,7.747936208752422,184,134,11,yellow,0.26062694895782046,10.619597089844818,210,105,30,orange,0.10241260462826195,11.413145016814957
34,0,door,28,8,door,door,0.08151838238050406,-9.786648236892267,1.3009000677989304,2.058883460873149,0.26089693181442897,2.5910384174960743,-0.02793018079894553,_,128,128,128,gray,0.5661512298050578,5.426211162878698,210,180,140,brown,0.16678739016785815,12.559724147003235,255,255,255,white,0.1256574181967058,1.2194413464873042
35,0,window,59,9,window,window,-1.8089359076611553,-9.802946151066639,1.5212725785577272,1.6592422950935073,0.17092084809715757,2.1144288272487595,-3.1303258376058136,_,160,82,45,brown,0.42878061095682907,10.21931953998882,105,105,105,gray,0.26897248169654125,6.50726228230419,240,230,140,yellow,0.10593284524110073,5.35165746511913
36,0,window,59,9,window,window,1.933174314471387,-9.83851578398618,1.5326562316599472,1.707643681888591,0.2550748271406462,2.13426544537818,3.1343325476233987,_,205,133,63,brown,0.33076923076923076,9.825162923855366,105,105,105,gray,0.215334008097166,6.246951130622326,255,255,255,white,0.16007085020242914,0.8153290290895777
37,0,window,59,9,window,window,2.921621389707869,-9.188109767504061,1.516154591305653,1.0362385206823461,0.32030126299860173,2.0793209022786536,-1.5729302213558543,_,105,105,105,gray,0.43236040609137055,6.8205708707064066,160,82,45,brown,0.40393401015228425,11.029175298299752,_,_,_,_,_,_
38,0,window,59,9,window,window,0.07831375303566566,-9.794265583838444,4.003284973349425,2.088468173834779,0.15211534301222684,2.3778001224139276,-0.015656539180569234,_,255,255,255,white,0.6086814384308028,0.10174120719810255,105,105,105,gray,0.21721758082092263,8.201405403348556,_,_,_,_,_,_
39,0,window,59,9,window,window,-1.5264202287883344,-9.811221484029605,3.8753978781679956,1.044895823982808,0.13927057326484515,2.1141714828945464,-3.124023958025931,_,240,255,255,white,0.48869829357634237,0.6768145017717044,160,82,45,brown,0.2544447422496203,10.132978748669045,105,105,105,gray,0.21057803984633253,9.67607080057186
40,0,window,59,9,window,window,1.732280525668213,-9.805557538597352,3.9525174478394938,1.1646543269424572,0.14076292210089214,2.2619141632630075,-0.0025072409497559427,_,255,255,255,white,0.4884557984373628,0.1838081098670124,160,82,45,brown,0.2777631463436046,13.268969149871669,105,105,105,gray,0.18040558335528048,9.076202740801579
41,0,window,59,9,window,window,0.03437919895801302,1.1511153666508216,1.9573708596880057,2.477238439834978,0.33146076148517223,3.9028244464227972,0.004304995614156179,_,205,133,63,brown,0.3092006033182504,8.412911378863672,169,169,169,gray,0.26655354449472096,4.330446570705292,184,134,11,yellow,0.14754901960784314,10.587620836899013
42,0,rug,130,20,rug,floor mat,-0.321586512678892,-0.9511682539981822,0.011543227212286145,1.685716892757534,1.679501814030641,0.022833050911843466,-2.0313719729803847,_,25,25,112,navy,0.20056873722562873,29.76746669550988,210,180,140,brown,0.18608371101039722,6.820896941180316,0,0,0,black,0.18315115969074913,30.39785404083438
43,0,rug,130,20,rug,floor mat,0.4638794537902023,-6.380928365146899,0.014484991549067431,2.5392790189722816,3.10193517903169,0.03119691868309799,-3.1329530626438413,_,160,82,45,brown,0.4790089086859688,8.40641864202307,192,192,192,gray,0.22541759465478842,5.004773068607406,233,150,122,red,0.16943207126948776,9.061084210005774
44,0,pillow,119,18,pillow,pillow,-1.2258006369194856,-5.877546459628036,0.6733290575993989,0.4882175309274137,0.3016086379765861,0.40605701264529337,-1.7949695165438497,_,220,20,60,red,0.4923640806353085,16.203338546548135,255,105,180,pink,0.19364691508857668,11.561360101810905,165,42,42,maroon,0.18631643249847282,25.931542409093172
45,0,pillow,119,18,pillow,pillow,-1.1942369203267518,-6.581643724083768,0.6720027896130992,0.3386397709189677,0.48784199068382605,0.3740711849721021,-0.016710778961584363,_,220,20,60,red,0.47893175074183975,17.401589963963744,255,105,180,pink,0.19821958456973293,14.117768801487118,165,42,42,maroon,0.1887240356083086,22.690328818359134
46,0,pillow,119,18,pillow,pillow,1.477765139553611,-7.70926139769122,0.6386069166043571,0.5811335156033133,0.3850338752119642,0.4327102676983525,-1.7187731562781217,_,178,34,34,maroon,0.5973120955699353,17.21427374034787,160,82,45,brown,0.2578397212543554,14.663207097517358,_,_,_,_,_,_
47,0,pillow,119,18,pillow,pillow,1.7109816040405696,-4.783791084030165,0.6802081130957829,0.5757385087458742,0.37708574814530427,0.36485756015726833,-1.49998281060965,_,220,220,220,gray,0.7805730258560447,4.960186417913537,_,_,_,_,_,_,_,_,_,_,_,_
48,0,decoration,20,40,unknown,otherprop,2.2666360941574215,-6.043628740378148,1.941789730912589,0.19468720719354038,0.14756133064714216,0.2203165853967306,0.5981859179235888,_,105,105,105,gray,0.6775431861804223,10.82423773594616,210,180,140,brown,0.22840690978886757,13.990907884000917,_,_,_,_,_,_
49,0,decoration,20,40,unknown,otherprop,2.286995542212499,-6.868346476466295,1.958889302920702,0.18899831105593357,0.17006213535465786,0.28615725024278227,0.18269611587315082,_,105,105,105,gray,0.47768595041322315,11.869415246501335,160,82,45,brown,0.42644628099173554,16.83814437364948,_,_,_,_,_,_
50,0,decoration,20,40,unknown,otherprop,2.4497735388965625,-4.040373827172716,0.6383902161378534,0.29728399642697667,0.27783979440734896,0.11067892456225925,0.9511046119293127,_,105,105,105,gray,0.504302925989673,10.195862837765716,139,69,19,brown,0.3253012048192771,17.102446508204306,_,_,_,_,_,_
51,0,lamp,144,35,lamp,lamp,2.1475045552765497,-5.777099170588234,2.4084589773228315,0.15600791914958378,0.15745204322293427,0.1477726091936633,1.6320542025952522,_,192,192,192,gray,0.906832298136646,3.045163649968606,_,_,_,_,_,_,_,_,_,_,_,_
52,0,lamp,144,35,lamp,lamp,2.150431861956258,-7.128168365184841,2.402232973445317,0.14852376848838134,0.1356390719866507,0.1502975742065864,-0.09770889601612026,_,192,192,192,gray,0.9191919191919192,3.959447371041127,_,_,_,_,_,_,_,_,_,_,_,_
53,0,picture,64,11,picture,picture,-2.6623752562190637,-9.476955962666796,1.6163791639160157,0.1561903764779604,0.021903310994974667,0.2825340146918913,-1.5768392299153247,_,192,192,192,gray,0.6130434782608696,3.9167457532740895,160,82,45,brown,0.20434782608695654,20.24516072382363,165,42,42,maroon,0.11739130434782609,28.183228953529394
54,1,floor,11,2,floor,floor,-3.686358548857241,0.43434425988731507,0.06213769070687715,4.133392438083652,4.798646353607959,0.26721919296048713,0.00011478213190298573,_,160,82,45,brown,0.3900681168973852,10.332135876384434,165,42,42,maroon,0.3063941990771259,20.863736324447277,105,105,105,gray,0.11050318611294221,9.915924012519607
55,1,wall,21,1,wall,wall,-1.649910375455067,1.9198640741415731,1.2193445141356347,1.8541118043415898,0.052946633175753544,2.4362343230879877,1.5822840232955986,_,169,169,169,gray,0.9158149297317029,4.771180529573779,_,_,_,_,_,_,_,_,_,_,_,_
56,1,wall,21,1,wall,wall,-3.692270725455563,2.7937537190870487,1.2187561391951316,4.105346235712566,0.12970568803150062,2.434421234227045,-3.141578120375187,_,169,169,169,gray,0.7413384822762213,4.8944160778653565,210,180,140,brown,0.1947611934861015,7.536234943834404,_,_,_,_,_,_
57,1,wall,21,1,wall,wall,-5.755081553551593,0.4545961286595603,1.22114998321813,4.807394628714471,0.08827980926478052,2.453863754737263,1.5647601450925086,_,169,169,169,gray,0.806856403622251,4.60693819205726,210,180,140,brown,0.14729624838292368,6.197550020448188,_,_,_,_,_,_
58,1,ceiling,4,22,ceiling,ceiling,-3.6937458106508823,0.4647804092581825,2.7476344974599325,3.9341568580901587,3.29290036004038,0.04753834027394177,-1.5760135670993902,_,128,128,128,gray,0.7304012901407568,4.211908653796529,160,82,45,brown,0.13667037216803143,8.836255568900695,_,_,_,_,_,_
59,1,ceiling,4,22,ceiling,ceiling,-3.6200725020060025,0.44886834159465966,2.4384395681061424,4.325502097526627,4.817842706254538,0.07062680687720402,3.1414444442393976,_,169,169,169,gray,0.8703681745420051,3.7459229731371,_,_,_,_,_,_,_,_,_,_,_,_
60,1,ceiling molding,20,40,unknown,otherprop,-5.3184666210375555,0.46797320538644416,2.607257773987513,3.9196775649280413,0.12350230914180393,0.3222743060014466,-1.5729792890785408,_,169,169,169,gray,0.6305019305019305,3.2459754533669387,210,180,140,brown,0.2711711711711712,6.2809745568771636,_,_,_,_,_,_
61,1,ceiling molding,20,40,unknown,otherprop,-2.074100840607995,0.4627980922115931,2.5939481308864076,3.9157603002078263,0.1368702821479011,0.31835354653711967,-1.575950636170403,_,169,169,169,gray,0.484984984984985,4.242333284370974,210,180,140,brown,0.29066566566566565,7.385892875235288,233,150,122,red,0.12012012012012012,10.127144835650741
62,1,ceiling molding,20,40,unknown,otherprop,-3.696924747707795,-1.4584672359240576,2.590269670433697,3.315885573939207,0.1360116181386486,0.3347775250318499,0.0043284145841873825,_,169,169,169,gray,0.7013737121448642,3.7531690197271086,210,180,140,brown,0.21198876053699656,5.770711247037057,_,_,_,_,_,_
63,1,ceiling molding,20,40,unknown,otherprop,-3.697039440346407,2.4032158801385406,2.599467946060308,3.333115518566453,0.1138970986085015,0.30935098305421604,-3.140956501381521,_,233,150,122,red,0.4300395256916996,9.741261358555523,128,128,128,gray,0.23367588932806324,5.430864637336634,188,143,143,pink,0.18466403162055336,8.411468061463735
64,1,curtain,89,16,curtain,curtain,-2.972929992607935,2.7180113069468934,1.2027102746472846,0.5624163781923563,0.2603518160766929,2.4046447556124937,3.094147043120355,_,220,220,220,gray,0.641422772911771,2.539979492391524,240,248,255,white,0.25720999786370435,1.497585498927695,_,_,_,_,_,_
65,1,curtain,89,16,curtain,curtain,-4.395350809509863,2.7646459576483333,1.1994379762146825,0.6779828798148593,0.2318999141840581,2.392420093561568,-0.0025148150372944532,_,220,220,220,gray,0.4843557250196254,3.076807759311729,240,248,255,white,0.3265672311315465,1.4632821551584536,_,_,_,_,_,_
66,1,curtain rod,582,38,curtain rod,otherstructure,-3.672102654640192,2.797852834397382,2.4024749875957605,2.2919191143133033,0.1108537232080935,0.08771404493163493,3.1392384805959557,_,139,69,19,brown,0.4602870813397129,11.515132095520126,169,169,169,gray,0.29473684210526313,4.65456209433392,_,_,_,_,_,_
67,1,window,59,9,window,window,-3.578798774760654,2.8706693105755736,1.4696935146212735,1.488936475193746,0.1901638306605138,1.861847673417933,-3.1157948373208875,_,240,255,255,white,0.41602877432444896,1.7052890925345119,192,192,192,gray,0.2757539426358019,3.9121942518711523,173,216,230,blue,0.14931292077838237,3.9592119067712184
68,1,painting,64,11,picture,picture,-2.1637492397201488,2.8137993965410293,1.5646058254603972,0.6813383533707094,0.07401271294032652,0.5797929777875284,3.139292586986149,_,47,79,79,gray,0.7070615034168565,13.575350732190666,_,_,_,_,_,_,_,_,_,_,_,_
69,1,decoration,20,40,unknown,otherprop,-1.6523130245877318,1.9451582954700297,1.6541775558475693,0.15540020999591997,0.03554441219009097,0.380299905972588,1.562998009648653,_,105,105,105,gray,0.5845588235294118,12.362751526043093,160,82,45,brown,0.26838235294117646,26.828188637471253,_,_,_,_,_,_
70,1,flower vase,78,40,vase,otherprop,-3.733637617033057,0.3132222734868407,1.323468590615224,0.6354961913038943,0.8644064853740074,0.9108425701863262,1.433477814506892,_,47,79,79,gray,0.7779353662242934,9.33210982055257,_,_,_,_,_,_,_,_,_,_,_,_
71,1,wall clock,56,40,clock,otherprop,-5.656630930589767,-1.2306577154233855,1.712419624893708,0.44830901870493145,0.2272004849883018,0.7322569654494497,-1.6010731037518744,_,105,105,105,gray,0.6317676586590175,13.684929104771637,165,42,42,maroon,0.2377196127644317,28.955883986206576,_,_,_,_,_,_
72,1,lamp stand,50,39,stand,otherfurniture,-5.397914812207312,2.490911645053871,0.9366221611737957,0.40904741124006544,0.40429928807706794,1.8951224932636785,-1.9418588942027684,_,105,105,105,gray,0.7757828363791813,5.724169615193048,210,180,140,brown,0.17847600726728652,12.903362867183384,_,_,_,_,_,_
73,1,chest of drawers,524,39,furniture,otherfurniture,-5.5088950900777025,0.47074713258880013,1.07803556608477,1.810995367341382,0.5299966506298865,2.1910414185777434,-1.5613127417229453,_,105,105,105,gray,0.5623872036391505,12.158470606645624,160,82,45,brown,0.24213206754184283,16.985585261125166,_,_,_,_,_,_
74,1,dining table,19,7,table,table,-3.17070489749989,0.5818063433741699,1.219719969895591,2.986310118227304,2.2531159971876535,2.4438534612230782,0.48435136596826545,_,105,105,105,gray,0.44409666128163705,16.4733142196228,160,82,45,brown,0.2836900915455035,15.25238511007565,165,42,42,maroon,0.10655627355950457,28.852084044917085
75,1,dining chair,5,5,chair,chair,-3.1888841824099683,-0.15147458984969212,0.5387168532042432,0.7763332742260007,0.671754407110123,1.0853431821019317,0.09051346140828093,_,160,82,45,brown,0.4152511303922767,17.258079409221594,105,105,105,gray,0.3862886471954051,13.825224483098774,165,42,42,maroon,0.11976047904191617,31.076464680470814
76,1,dining chair,5,5,chair,chair,-3.2067045378892036,0.34403920166295027,0.537562313100872,0.6281597381578119,0.7483224283094456,1.0739862282888004,-1.5765238865601567,_,105,105,105,gray,0.4794860563585925,13.924424597027897,160,82,45,brown,0.2483574244415243,17.24019676012588,165,42,42,maroon,0.13359614542268944,31.47000417244109
77,1,dining chair,5,5,chair,chair,-3.2043457225619827,0.8398485765367955,0.5408405498931322,0.7101213745364272,0.6469100451687684,1.0787434692893514,2.9654641367181607,_,105,105,105,gray,0.5346226670273194,8.635397076395423,160,82,45,brown,0.26115769542872597,16.75858951263739,_,_,_,_,_,_
78,1,dining chair,5,5,chair,chair,-3.728908742194933,1.5497720837952662,0.5428017133874897,0.7677802050166409,0.6314953246456536,1.0746212848059156,-1.6783941961420814,_,160,82,45,brown,0.5142323845076995,10.830366729527876,105,105,105,gray,0.3009799346710219,8.291296997411356,_,_,_,_,_,_
79,1,dining chair,5,5,chair,chair,-3.6883259703277,-0.3704696134105326,0.5403548578333551,1.4640894798414248,0.6539956731605514,1.0832584629488926,-1.7180685593897966,_,160,82,45,brown,0.41816009557945044,17.470808905250262,105,105,105,gray,0.2642771804062127,16.823257632320484,165,42,42,maroon,0.22114695340501792,29.026676006899425
80,1,dining chair,5,5,chair,chair,-4.211416173243264,-0.15898800605278973,0.5422835895347542,0.619268600766142,0.6495541371166378,1.078795895780119,1.672360189021235,_,105,105,105,gray,0.3056044600938967,15.868721753493709,165,42,42,maroon,0.26335093896713613,30.109344578892774,160,82,45,brown,0.2601232394366197,19.993910370024434
81,1,dining chair,5,5,chair,chair,-4.230089412091515,0.38677004565341716,0.5423429812199124,0.5929656110344852,0.6282688708157222,1.0729783675392721,-3.0367284346125243,_,105,105,105,gray,0.45072,14.33911990853031,165,42,42,maroon,0.32336,28.92963219223021,160,82,45,brown,0.14112,18.264066919162794
82,1,dining chair,5,5,chair,chair,-4.25022778927357,0.9578185358665903,0.5391926730076784,0.5022629904334517,0.5623699991763478,1.0759061736076623,0.0020121472139569877,_,105,105,105,gray,0.3429621848739496,13.420137164948036,165,42,42,maroon,0.32510504201680673,29.219303122593388,160,82,45,brown,0.21428571428571427,18.10481847632684
83,2,carpet,130,20,rug,floor mat,-8.54836039521475,1.7143427326585543,-0.020283284896122813,5.180390913353928,3.391770278254793,0.20649031705344015,-3.140059021646505,_,192,192,192,gray,0.5945365154820434,4.332011358926039,160,82,45,brown,0.3002474522189301,11.929645732199594,_,_,_,_,_,_
84,2,wall,21,1,wall,wall,-6.027429525348283,2.1229169634550558,1.3913331435246075,2.6520821340659553,0.31857996406036193,2.7499555519339753,1.5543802796629878,_,160,82,45,brown,0.2880287461388136,11.829694350911128,188,143,143,pink,0.2695265712664691,8.664014156607815,105,105,105,gray,0.21373636764798587,10.13501439745299
85,2,wall,21,1,wall,wall,-8.537934036169586,3.468665607184544,1.885446165245673,5.2045528138738915,0.2774840448861138,3.7625859292009594,0.016024187398293335,_,160,82,45,brown,0.39989233020978787,9.885861809957389,169,169,169,gray,0.3494221160478458,5.454020816211458,205,92,92,maroon,0.12075839908480679,13.735535720018948
86,2,wall,21,1,wall,wall,-11.094982838432534,1.746541598844953,1.31928603413035,3.3548214576677915,0.15532220403295405,2.8719559923434446,-1.5716183798465801,_,188,143,143,pink,0.3739077111758393,7.24260289634137,160,82,45,brown,0.3242986355971179,11.93447463323467,233,150,122,red,0.15719760846236394,11.240996678007447
87,2,wall,21,1,wall,wall,-9.264821645294877,0.09088535665853543,1.889744017760638,3.740732229041294,0.12141822597920805,3.7289138034566522,3.1352557716857943,_,188,143,143,pink,0.3319911462748422,7.066265110183489,233,150,122,red,0.27302910426674204,10.527177238558075,169,169,169,gray,0.2690967316567769,4.334407268344288
88,2,wall,21,1,wall,wall,-6.860683722662216,0.9029100326444922,1.4034412444023165,1.8211558993025845,0.23243477649661726,2.777215233740959,-0.004297599599215997,_,233,150,122,red,0.3760253746035218,9.471113477794649,188,143,143,pink,0.27660505304604616,5.880101356936706,192,192,192,gray,0.19807503007765503,4.281116484184687
